,Datetime,Tweet Id,Text,Username,label
720,2022-02-21 23:38:35+00:00,1495905822353858565,@ABCNewsLive @scobie @dianermacedo It sucks that the papers are making it seem like folks in the UK who aren’t pushing through COVID-19 like a woman who lives in a $5 billion castle who uses her spare change to pay off her pedophile son’s legal settlement are doing something wrong.,Marrrrcussss,-1
721,2022-02-21 23:38:29+00:00,1495905796630233094,Fox's Neil Cavuto said a second case of Covid-19 nearly killed him https://t.co/d7sBOgeAf0,9HSuxAl1h2Laro5,-1
725,2022-02-21 23:38:16+00:00,1495905745224839174,The car attack at the Wellington anti COVID-19 restrictions protest this morning was an act of vehicular terrorism and is an awful illustration of the far-right's increasing willingness to use violence here. #Convoy2022NZ https://t.co/2zSb0k20Yf,AntiFascistAkl,-1
727,2022-02-21 23:38:15+00:00,1495905740606877700,"CNN: Fox's Neil Cavuto said a second case of Covid-19 nearly killed him.
https://t.co/wnkYegsxs5",AllThingzTRUMP,-1
736,2022-02-21 23:37:55+00:00,1495905654980108290,"@TheCryptoLark It was hard for people to slow down from the world economic regression and inflation created by COVID-19, but who knows there is another global economic regression and inflation due to war, I think this is the test given to human beings by the world.",ShiXuan01,-1
741,2022-02-21 23:37:51+00:00,1495905637662064640,"@DanBesbris @Rikleen Also, I think starting the playoffs Week 20 is a bit too early, and I'm not sure H2H leagues are viable as long as COVID-19 is a factor. However, the shortened timetables for returns did help a bit towards the end.",Jae_Tha_Truth,-1
744,2022-02-21 23:37:46+00:00,1495905617105588226,Sorry to be missing the #PAJForum2022 re Balance in the Covid-19 Pandemic. Zoom is asking for a passcode. Hope the Forum goes well! @djmillerJA @DamionMitch https://t.co/hck2e1HWwn,suezeecue,-1
753,2022-02-21 23:37:33+00:00,1495905564051836931,"UK: 

Ashfield (Nottinghamshire) Conservative MP Lee Anderson said in the House of Commons earlier today: 

""...we should never return to a full lockdown &amp; isolation should be targeted – it should be the clinically vulnerable, the elderly and the Labour front bench."" 

#COVID 19",BrexitLondon,-1
759,2022-02-21 23:37:22+00:00,1495905515855040515,"@13sarahmurphy @EmmaKennedy This was always going to happen with that eejit Johnson in charge. Appeasement to the CRG++, forget that the deaths from Covid-19. @BorisJohnson only looks after himself. Certainly not the country.",Paultcha,-1
769,2022-02-21 23:37:04+00:00,1495905440110100492,"Average daily COVID-19 cases and hospitalizations are continuing to fall in the U.S., an indicator that the omicron variant’s hold is weakening across the country.  https://t.co/AJlye8eZS8",WCBD,-1
775,2022-02-21 23:36:55+00:00,1495905402898239491,@BBCNews In fact @BorisJohnson is slapping the physically &amp; mentally vulnerable in irons. He asks that the rest of us respect their space but frequently we will not know of their impairment &amp; we cannot test to protect them. #COVID19,MapdraughterUK,-1
777,2022-02-21 23:36:48+00:00,1495905373928267780,"Fox's Neil Cavuto said a second case of Covid-19 nearly killed him
https://t.co/QLwV0Wd0vB",Nanbp,-1
784,2022-02-21 23:36:33+00:00,1495905313073295361,"The UK has announced that it will end the ""Plan B"" for the prevention of the epidemic in Omikron. This is terrible. Is it preparing for herd immunity? #Britain #COVID19 https://t.co/ITtlyKBIKj",EfrzXm,-1
789,2022-02-21 23:36:26+00:00,1495905282341457920,"'I hope that relying on the common sense of the British will work.'

@mrstevenallen, @joshxhowie and @TheSimonEvans discuss the end of Covid-19 restrictions in England this week.

Subscribe to the GB News YouTube channel https://t.co/UOzxRdI6Aw https://t.co/2mShmo27cl",GBNEWS,-1
795,2022-02-21 23:36:12+00:00,1495905224980058116,"Notice an increase in PEs and DVTs lately? Me too… #PhysicalTherapy #COVID19 #rehab

https://t.co/ZQNShQXn2Y",DoctorBthePT,-1
798,2022-02-21 23:36:07+00:00,1495905200623976449,@petercrary @nzherald Did you really just compare jim crow laws to mandates that are there to protect the vulnerable from covid 19?,KrispKiwi,-1
810,2022-02-21 23:35:52+00:00,1495905137508102144,"So...100 years ago, we had a World War, then a pandemic.
This time, we are doing it the other way around, I see. #COVID19 #WWIII",merlemassie,-1
812,2022-02-21 23:35:44+00:00,1495905105991946244,"$WYNN

Here we have an opening up play if things continue to fade with #COVID19 

Big obvious range since last Sep that has broke the downtrend and is flagging under the upper portion of that range

I personally will be accumulating a long position in both commons &amp; leaps. https://t.co/cZAeP9pGx4",dafster17,-1
815,2022-02-21 23:35:43+00:00,1495905099994042374,"PoliticsPollss is an odd account- wonder if it’s Johnson or Tufton Street? Or at least the people at moment seem to have very different views to me re #COVID19 precautions, politics (pro Tory), asylum seekers…..",KateCushing2,-1
822,2022-02-21 23:35:27+00:00,1495905035678593026,"@SkyNews Woah, woah, woah, Boris needs to slow down. He did the living with covid-19 press briefing earlier today and tomorrow he's chairing a cobra meeting at the situation in Ukraine! The man is gonna burn himself out! That's 2 days of work in a row!",llamedos77,-1
828,2022-02-21 23:35:21+00:00,1495905007862005764,@hana___anah Fascism requires belief in untrue things. The “COVID-19 is a hoax” lie is a core organizing principal for fascism. That’s why MAGA needs to be crushed out of existence…,DobbyRobby1,-1
829,2022-02-21 23:35:20+00:00,1495905003361423365,"Say it with me now: “#Taiwan”. It’s all a test and we failed. Not surprised considering how bad we failed with #COVID19. Good luck #Ukraine, we have no idea what we are doing, but we don’t have mean tweets anymore. That’s all that matters…",JankyMcstevens,-1
842,2022-02-21 23:35:03+00:00,1495904935246188550,@Etel_Haxhiaj You are a child abuser. Cloth masks do not stop the spread of Covid 19. Even the CDC now admits this. Kids need to see people’s faces in order to develop their brains. You are ruining an entire generation of kid’s childhoods. Kids almost never get seriously ill from Covid.,LpmcOregon,-1
846,2022-02-21 23:35:00+00:00,1495904921597751298,"just realized that the reason for youtube removing dislikes is because of the rampant dislike bombing of any covid-19 updates
still not a good reason but it's pretty obvious when you look at it https://t.co/DSAPQsoT1l",Karamel1k3,-1
852,2022-02-21 23:34:55+00:00,1495904899577561093,Fox's Neil Cavuto said a second case of Covid-19 nearly killed him https://t.co/6E9YMnmEG9,unocelestial,-1
854,2022-02-21 23:34:53+00:00,1495904892195586053,"@Snellk There are parallels between COVID-19 transmission and secondhand smoke. If smoking laws were repealed, would you want to spend an hour indoors with a handful of people smoking? I wouldn't. I'd also choose cigarette smoke over cigar smoke.",BicycleRob,-1
861,2022-02-21 23:34:40+00:00,1495904839016288256,"@DrJ56013122 Leaked Database Shows U.S. Military Disease Skyrocketing After Covid-19 Inoculations
https://t.co/EVhtZLZ1mw",Jimlg1,-1
864,2022-02-21 23:34:33+00:00,1495904809853009932,@slothrop_lives @Etel_Haxhiaj You are a child abuser. Cloth masks do not stop the spread of Covid 19. Even the CDC now admits this. Kids need to see people’s faces in order to develop their brains. You are ruining an entire generation of kid’s childhoods. Kids almost never get seriously ill from Covid.,LpmcOregon,-1
881,2022-02-21 23:34:02+00:00,1495904678013554694,"@BBCLauraKT Dumping Covid19 PROTECTIONS is the smelliest, deadliest dead cat @BorisJohnson has thrown out just to try to save his job!",DaveLewis12,-1
882,2022-02-21 23:34:01+00:00,1495904675450830854,"68,000% INCREASE in Strokes as FDA and NIH SECRETLY STUDY  REPORTS  Neurological INJURIES  COVID-19 Vaccines https://t.co/6hGoynx2ix",farsell,-1
886,2022-02-21 23:33:52+00:00,1495904636007501827,"D.20.II.22: FUCK NEWS: TOUTES LES MÉNOPAUSÉES DU #PS QUITTENT LEURS PARTIES POUR #MACRON ?
https://t.co/wu8gcibO9y
Alors?
- Symptôme post Covid d’un cas asymptomatique non détecté?
- Syndrome Trogneux tardif?

#Coronavirus #COVID19fr #COVID19 #Covid_19
#présidentielle2022",FG_MEYNIER,-1
893,2022-02-21 23:33:25+00:00,1495904522409070596,"Waste water shows COVID-19 lows, but experts say virus isn't going away https://t.co/lGi2uvqiZe #7News",7News,-1
906,2022-02-21 23:33:03+00:00,1495904429547032577,New PXD023175 from the Roman Fischer lab via PRIDE:  (Human) COMBAT – Covid-19 Multi-omics Blood ATlas - https://t.co/ybBK7S3Yqs,ProteomeXchange,-1
910,2022-02-21 23:32:40+00:00,1495904333631791112,"@JustinTrudeau Listen how sinister and evil Schwab is and also listen to how Justyn Trudeau and his cabinet are directly involved in this scandal Covid-19 

https://t.co/VDWiqtmi66",Billybo48098379,-1
917,2022-02-21 23:32:08+00:00,1495904198302609421,"Fox's Neil Cavuto said a second case of Covid-19 nearly killed him
https://t.co/DUfjMOcGvH",PhmTrcLy12,-1
918,2022-02-21 23:32:08+00:00,1495904198000578563,"SHOCKING: Rich countries are vaccinating one person every second while majority of the poorest nations are yet to give a single #COVID19 dose.
@BorisJohnson Suspend patents to stop Big Pharma monopolies. Support #TRIPSwaiver
We need a #PeoplesVaccine https://t.co/9FPv7x5xKk",salib0329,-1
922,2022-02-21 23:32:06+00:00,1495904192715702276,"@middleageriot @john_sipher RT now showing evacuees: Covid 19 protocols in place at the evacuee Hotel in Rostov - no positive tests. Hotel is pretty empty looking. A few people with computers. Oh, 10,000 roubles for everybody who evacuates.",Ian__Ford,-1
924,2022-02-21 23:32:03+00:00,1495904177427464203,It's not too late @ShropCouncil are offering #COVID19 Vaccination Clinics this week in Shrewsbury &amp; Oswestry. https://t.co/3jrVifTgsH,teamshrews,-1
947,2022-02-21 23:31:30+00:00,1495904038705156104,I’m sorry about the lack of streaming over the past few weeks. After I got from the hospital after my operation I tested positive for Covid 19. It’s messed up my energy levels and made it hard to game let alone stream in the evenings. I hope I’ll be back soon. I love you all ❤️❤️,TheJefoeShow,-1
954,2022-02-21 23:31:17+00:00,1495903987723386881,"@ggreenwald just wondered what you thought of Trudeau’s approval of foreign influence in the form of funding of We Network creating schools in Kenya, giving them millions in #COVID19 funds, but only building a portion of the schools they said they built

https://t.co/0FjezztIuv",RipDaJUULz,-1
958,2022-02-21 23:31:06+00:00,1495903939128180742,"Since the start of the pandemic, 960,058 Americans have died from #COVID19 (16.2% of all deaths worldwide). That is about the same as 3,503 USS Maines which killed 274 people in 1898: https://t.co/gLkeTs0cLj",COVID_Scale,-1
965,2022-02-21 23:30:56+00:00,1495903899336777733,"Mc Kenna DeVelbiss wants people to know that #COVID19 can strike younger people and it can have serious, life-changing effects: #AddisonMI resident reflects on long recovery from COVID-19 https://t.co/MUfYRvULqr via @lenaweenews",lenaweepanian,-1
970,2022-02-21 23:30:48+00:00,1495903864750411777,The NIH Continues to Illegally Withhold and Redact COVID-19 Origins Information https://t.co/VbndZIvDWn,JohnstonShow,-1
977,2022-02-21 23:30:41+00:00,1495903836971548675,Fox's Neil Cavuto said a second case of Covid-19 nearly killed him https://t.co/NZa2XtlfZ7,microsoftnews,-1
